,Index,Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq sent addr.1,ERC20 uniq rec contract addr,ERC20 avg time between sent tnx,ERC20 avg time between rec tnx,ERC20 avg time between rec 2 tnx,ERC20 avg time between contract tnx,ERC20 min val rec,ERC20 max val rec,ERC20 avg val rec,ERC20 min val sent,ERC20 max val sent,ERC20 avg val sent,ERC20 min val sent contract,ERC20 max val sent contract,ERC20 avg val sent contract,ERC20 uniq sent token name,ERC20 uniq rec token name,ERC20 most sent token type,ERC20_most_rec_token_type
54,55,0x007174732705604bbbf77038332dc52fd5a5000c,0,76.32,74.96,754216.92,3424,6576,2,4848,1129,3.8e-05,1.286.739.971,21.959.042,0.0,9000.0,4.326.697,0.0,0.0,0.0,10002,1.481.461.047,1.444.026.609,0.0,-3.743.443.847,579.0,3129376351.0,18694925.79,0.0,137.0,135.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,1553026016.0,11808967.36,0.0,9330000.0,5.953.798.022.000.000,0.0,0.0,0.0,7.0,85.0,MKR,DGD
55,56,0x0071763e7e796eeb4c32f083aa4a3ac2f33bf5c0,0,26.01,82.8,652.87,6,6,0,5,1,0.77,1.3,1.047.658,769.559,1.299.528,1.047.197,0.0,0.0,0.0,12,6.283.183.805,628.594.603,0.0,2.762.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
56,57,0x0071c78d72b78818b0d507c114674a7ce6bc4f18,0,8174.66,3.43,24534.25,3,3,0,1,1,1,0.34,147,0.01,379.654,146.551,0.0,0.0,0.0,6,439.653.612,441,0.0,13.463.879.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
57,58,0x00733965a4f189034c4cd0e7d38c877a34ba0b63,0,628.48,672.28,4486.98,5,2,0,2,4,740.937,612.616,3.433.549,0.0,5.0,13.723.459.999.999.900,0.0,0.0,0.0,7,686.172.829,686.709.731,0.0,536.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
58,59,0x00760b09a77e7a4f6ea7e7fdf17f93f8d898c870,0,0.0,0.0,2.5,1,1,0,1,1,8.548.709.999.999.990,8.548.709.999.999.990,8.548.709.999.999.990,8.538.209.999.999.990,8.538.209.999.999.990,8.538.209.999.999.990,0.0,0.0,0.0,2,85.382.138,85.487.138,0.0,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
59,60,0x00761aebf8420f0325f7d3a9161a8bb6a96e550b,0,0.0,0.0,8873.97,1,1,0,1,1,134.989,134.989,134.989,134.569,134.569,134.569,0.0,0.0,0.0,2,13.456.893,13.498.893,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
60,61,0x007a010f85605b7f9ecd0e26a7cfa3987bb3e43f,0,22.94,14237.49,242427.3,17,17,0,1,1,17.319,125.315,50.856,23.190.000.000.000.000,121.958,47.446,0.0,0.0,0.0,34,80.657.981,86.455.069,0.0,5.797.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
61,62,0x007bb0518b03f1a8c00e9bb545640800d1e91444,0,7750.02,59605.36,531093.05,7,8,0,2,5,545.459,2.748.646,61.445.940.000.000.000,0.0,5.693,1.013.286,0.0,0.0,0.0,15,7.093,491.567.487,0.0,4.206.374.870.000.000,18.0,264.039.347,4.244.909.721,0.0,2.0,12.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.064.624.532,16.502.459.199.999.900,0.0,424.490.972,212.245.486,0.0,0.0,0.0,2.0,15.0,Golem,SAFE.AD - 20% DISCOUNT UNTIL 1 MAY
62,63,0x007cafba4edd0e25a664530e3cac0ffadb101fd8,0,621.07,5012.75,93911.63,14,17,4,9,10,0.5,379.0,39.759.632,0.0,33.062.347,48.273.105,0.0,0.0,0.0,35,67.582.347,6.759.137.486.000.000,0.0,90.278.633,3.0,2.407.524,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.407,8.029.999.999.999.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,iEx.ec Network Token
63,64,0x0080214c803a073c18aaadd7b99cfd08c3945b09,0,13243.1,38530.77,414518.23,9,8,0,5,6,0.0,1.169.147,270.796,0.0,1.716.638,421.015,0.0,0.0,0.0,17,3.789.138.127,216.637.118,0.0,-1.622.766.947,19.0,3.209.921.798,6.15e-08,0.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,313.0,17.832.898.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,AION,AION
64,65,0x0080359f18daa3f2906e347a589ffd49c07c6258,0,5815.7,845.41,1040169.4,30,1024,0,1,30,20.001,21.578.880.000.000.000,24.501,50.508.510.000.000.000,13.321.637,6.696.126,0.0,0.0,0.0,1054,200.883.777,25.089.045.640.000.000,0.0,5.000.667.943,15.0,3.632.662.868,0.0,0.0,0.0,11.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.769.979.553,242.177.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,None,Tronix
65,66,0x0083704ad2f3e9f58e71593459462875255b7bd2,0,1905.13,728.9,240610.1,124,6,0,4,8,0.5,69.995,12.769.696,0.0,74.0,647.486,0.0,0.0,0.0,130,8.028.824.888,7.661.817.535,0.0,-3.670.073.533,8.0,1.016.953.872,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,600.0,127.119.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,None,XENON
66,67,0x00893fa05c19ce3895d0d5577db0ddb02d5cbd47,0,24.63,3319.39,10032.05,3,3,0,3,1,0.04,10.805,5.281.667,38.953,1.080.458,5.281.031,0.0,0.0,0.0,6,1.584.309.204,15.845,0.0,1.907.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
67,68,0x0095e1a57555e5d5e9ee041bc5953d1c37729cdc,0,59.56,24076.63,120621.38,4,5,0,2,2,1,669.937,173.506,74,668.866,21.567,0.0,0.0,0.0,9,86.268.094,86.753.194,0.0,4.850.999.999.999.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
68,69,0x009663d80363fa044763ef5331280081c95c94be,0,0.0,0.0,28803.42,1,1,0,1,1,12.0,12.0,12.0,11.999.559,11.999.559,11.999.559,0.0,0.0,0.0,2,11.999.559,12.0,0.0,441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
69,70,0x009f93582e0c195ac9d3f2b9c1f31cf44e2e9561,0,56814.86,62086.18,294616.95,3,2,0,2,3,0.0,20.0,10.0,4.952.493,19.953.375,13.301.956,0.0,0.0,0.0,5,3.990.586.873,20.0,0.0,-1.990.586.873,2.0,3.615.281.187,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.503.014,2.112.267,1.807.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,DATAcoin
70,71,0x00a4862d4407296f92005eff2f51fa5cbb3c6077,0,2.23,0.0,8.92,4,2,0,2,4,103.561.873,1.897.438.127,1000.5,1.078,1.501.447.643,500.249.528,0.0,0.0,0.0,6,2.000.998.113,2001.0,0.0,1.886.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
71,72,0x00a527d60d31b337d571acd17dca172003636356,0,52.48,287.13,9299.17,24,28,0,13,1,1.761.724,21.609.830.000.000.000,2.036.327,1.761.261,6.328.314,2.375.185,0.0,0.0,0.0,52,5.700.443.406,5.701.714.267,0.0,12.708.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
72,73,0x00a742825749d9a1b3e2455362ac4e81dc01162c,0,1466.39,44699.56,321695.25,6,7,0,5,2,0.0,23.601.366,10.936.062,0.0,49.999.365,15.753.561,0.0,0.0,0.0,13,9.452.136.494,765.524.362,0.0,-1.796.892.874,3.0,2000.0,2000.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0,500.0,1500.0,1000.0,0.0,0.0,0.0,1.0,1.0,Aragon,Aragon
73,74,0x00a87bd6b716f1a50504b8eff2d416de0690070e,0,25905.07,1129.25,161076.67,6,5,0,1,2,99,27.517.666,13.701.916,2.079,27.516.406,1.141.756,0.0,0.0,0.0,11,6.850.535.928,6.850.958.028,0.0,4.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
74,75,0x00adb936b9636ccc4211533c7f1a0d2c53466b85,0,3834.85,2945.2,620113.1,121,53,0,18,63,0.0,44.425.356,7.878.402,0.0,52.0,35.717.830.000.000.000,0.0,0.0,0.0,174,4.321.857.424,4.175.553.096,0.0,-146.304.328,91.0,6.350.033.331,6.039.094.009,0.0,14.0,32.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,114000.0,14.767.519.380.000.000,0.0,114000.0,1.258.144.585,0.0,0.0,0.0,22.0,34.0,BAT,Cofoundit
75,76,0x00ae0c1fd293038c2b24a715e6fabacda6012b55,0,3880.52,1645.59,101238.1,21,12,0,5,12,0.99,8.995,4.114.642,0.0,8.0,2.350.007,0.0,0.0,0.0,33,4.935.013.842,4.937.569.865,0.0,25.560.232,11.0,2.894.196.767.000.000,1889.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1000.0,321.577.419,0.0,1889.0,944.5,0.0,0.0,0.0,2.0,5.0,TokenCard,Bancor
76,77,0x00af29056355cbe37df9724436eef327f5f88157,0,21466.84,20051.27,674198.88,23,9,0,5,11,0.0,20.095,6.755.565,0.0,19.0,4.835.781,0.0,0.0,0.0,32,1.112.229.715,6.080.008.333,0.0,-5.042.288.815,11.0,4.405.877.629,1.5e-08,0.0,1.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,365.0,44.058.776,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,Crypto.com,XENON
77,78,0x00bd1bba3519746a5b7d0bede063f14d48dfdf2b,0,1904.23,4621.92,72065.0,16,9,0,9,11,0.01,10.0,19.476.830.000.000.000,0.0,7.0,1.118.571,0.0,0.0,0.0,25,1.789.714.367,1.752.914.441,0.0,-367.999.256,10.0,48.355.306.389.999.900,48.294.869.960.000.000,0.0,4.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,251.186.075,80.592.177,0.0,39.952.804,120.737.175,0.0,0.0,0.0,4.0,5.0,Aragon,Golem
78,79,0x00bd9fd57c423a1b1c969823d409156d90974d77,0,248.61,17068.13,611682.27,1156,19,0,9,72,0.0,60.098.832,72.622.476,0.0,500.0,1.206.055,0.0,0.0,0.0,1175,1.394.199.349,1.379.827.042,0.0,-1.437.230.628,559.0,2.289.227.349,2.168.716.163,0.0,8.0,19.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,5000.0,586.981.372,0.0,1.999.999.986,4.170.608,0.0,0.0,0.0,4.0,13.0,CRYPTOPUNKS,CRYPTOPUNKS
79,80,0x00bf8ef866b3d8139c982961f6850fadc17f1d48,0,10154.24,5026.86,1009090.55,87,25,0,10,41,0.0,40.136.798,10.501.527,0.0,48.0,3.933.071,0.0,0.0,0.0,112,3.421.772.031.000.000,2.625.381.628,0.0,-7.963.904.036,70.0,1.320.591.029,9.817.989.698,0.0,15.0,24.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,50000.0,3.884.091.261,0.0,19900.0,2.727.219.361,0.0,0.0,0.0,11.0,29.0,Aigang,Nitro
80,81,0x00bfc8d9cbcfc8601db95cded379ef7a4a5e0f5e,0,674.61,221.0,11677.73,16,4,0,2,10,0.01,250.5,633.775,0.0,250.0,15.825,0.0,0.0,0.0,20,253.2,253.51,0.0,0.31,21.0,1.846.863.835,901.333.333,0.0,4.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,16888.0,1.231.242.556,0.0,0.9,150.222,0.0,0.0,0.0,2.0,11.0,,
81,82,0x00c2abd0ab9fc13fbc8baac19dc30aec31704d4e,0,3517.86,7188.55,381840.42,49,30,0,11,22,0.0,7.909.994.370.000.000,110.350.012,0.0,1060.0,10.090.074,0.0,0.0,0.0,79,4.944.136.269,3.310.500.353,0.0,-1.633.635.915,55.0,3.482.165.455,3.480.165.208,0.0,5.0,25.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1999998.0,8.928.629.371,50.0,1999998.0,2.175.103.255,0.0,0.0,0.0,6.0,26.0,Bancor,Ether Token
82,83,0x00c316e5099530e7af8e5bfade517b395acf8639,0,20.41,0.0,102.07,5,1,0,1,4,101.0,101.0,101.0,0.2,6.915.464.200.000.000,20.199.496,0.0,0.0,0.0,6,10.099.748,101.0,0.0,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
83,84,0x00c481dd22fba34f7dac2d46f0c1172c7abb9f0e,0,0.0,8831.65,291444.58,0,33,1,5,0,0.0,23.462.797,1.402.192,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,4.627.232.361,0.0,4.627.232.361,1.0,527.787.122,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,527.787,527.787,527.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,OmiseGO
84,85,0x00c6b386f92e1841c3a9dde2bf97a8950f0b0c31,0,244.78,169.09,16284.15,61,8,0,3,4,9.559,405.838,121.569,0.0,0.3,10.066,0.0,0.0,0.0,69,614,97.255.313,0.0,35.855.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
85,86,0x00c8a33b90a749f7433e08e5d4c7034e405a94b4,0,0.0,0.0,169.87,1,1,0,1,1,4.494.770.000.000.000,4.494.770.000.000.000,4.494.770.000.000.000,447.277,447.277,447.277,0.0,0.0,0.0,2,44.727.692,44.947.692,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
86,87,0x00ca022d429d853c3f28070b410b13bc4438926b,0,0.0,0.0,2250.73,1,1,0,1,1,86.761,86.761,86.761,8.669.899.999.999.990,8.669.899.999.999.990,8.669.899.999.999.990,0.0,0.0,0.0,2,8.669.901.309.999.990,867.610.131,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
87,88,0x00cb28b1d4437357fdb57967e21be18c415ca05e,0,408.32,170321.78,341868.53,3,2,0,2,2,0.0,0.46,0.23,41,0.4,280.059,0.0,0.0,0.0,5,8.401.762.740.000.000,0.46,0.0,-380.176.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
88,89,0x00cb985681dd0cf13cff257a7324d97ea1e3ff32,0,5801.32,3041.25,614761.98,85,40,0,10,24,60.587,200.0,1.864.848,0.0,100.0,8.995.439,0.0,0.0,0.0,125,7.646.123.200.000.000,7.459.391.851,0.0,-1.867.313.494,24.0,5.244.227.417,4.694.150.389,0.0,2.0,16.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.944.150.389,24.972.511.510.000.000,1.0,3.944.050.389,1.564.716.796,0.0,0.0,0.0,2.0,20.0,ZRX,SAFE.AD - 20% DISCOUNT UNTIL 1 MAY
89,90,0x00cbdec4dd1b322810683c0e977d4fa237fecf7e,0,3.6,0.0,10.8,3,2,0,2,3,437.787.303,15.632.126.970.000.000,1000.5,8.511.289.999.999.990,1.516.455.268,666.999.528,0.0,0.0,0.0,5,2.000.998.585,2001.0,0.0,1.414.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
90,91,0x00cd7d76d3e93819c19fd7296386b816234b489e,0,0.0,0.0,7.53,1,1,0,1,1,1.0,1.0,1.0,996.747,996.747,996.747,0.0,0.0,0.0,2,99.674.689,1.0,0.0,325.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
91,92,0x00ce20fbdedc38fb559728265edbb26b63fbb377,0,13.67,40512.33,688942.0,17,17,0,5,3,0.01,69.995,1.228.744,9.515,69.994.563,1.228.679,0.0,0.0,0.0,34,2.088.754.299,2.088.864.824,0.0,11.052.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
92,93,0x00cfdefb1e800e4743288734adc727fae6659f74,0,193.0,0.0,772.02,4,1,0,1,2,0.39,0.39,0.39,0.0,389.496,99.442,0.0,0.0,0.0,5,39.776.788,0.39,0.0,-776.788,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,PangeaCoinICO,None
93,94,0x00d4a560da94790c8d508a7edda6465d7a3e9a49,0,20981.23,121771.36,596107.57,11,3,0,3,6,0.02,20.173.085,10.397.695,0.0,20.133.179,2.833.016,0.0,0.0,0.0,14,3.116.317.907,3.119.308.507,0.0,29.906,7.0,8898.2,8898.2,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,4449.1,2224.55,0.0,4449.1,2.966.066.667,0.0,0.0,0.0,2.0,1.0,VeChain,VeChain
94,95,0x00d8a10e21f443758240eed09897cef08314618d,0,129.61,26178.65,288353.97,3,11,0,5,2,0.0,249.812.075,32.977.228.000.000.000,10.0,359.0,240.576.616,0.0,0.0,0.0,14,7.217.298.479,3.627.495.057,0.0,-3.589.803.421.000.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
95,96,0x00da8417b2c53b1fac15fafddf9854285959e9b6,0,0.0,0.0,31.28,1,1,0,1,1,732.876,732.876,732.876,7.316.159.999.999.990,7.316.159.999.999.990,7.316.159.999.999.990,0.0,0.0,0.0,2,7.316.159.999.999.990,732.876,0.0,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
96,97,0x00df7c16597385f31dfc87d1e103eaab28fc0f8d,0,5.88,0.42,18.47,3,2,0,2,3,560.184.406,1.440.815.594,1000.5,6.064,1.478.589.443,666.999.528,0.0,0.0,0.0,5,2.000.998.585,2001.0,0.0,1.414.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
97,98,0x00e40876d147fdc499afa3f5a49cf6fe6256f196,0,21.65,0.0,64.95,3,1,0,1,3,101.0,101.0,101.0,1.093.799,72.122.019,33.666.149,0.0,0.0,0.0,4,100.998.446,101.0,0.0,15.539.999.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
98,99,0x00e87b69cf3686e028f96d14cd79ec30983e0f53,0,31239.32,984.92,251884.43,8,2,0,2,4,1.0,2.0,1.5,0.0,2.0,0.34,0.0,0.0,0.0,10,2.72,3.0,0.0,0.28,11.0,1.808.416.229,9499.0,0.0,1.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17499.0,22.605.202.870.000.000,499.0,5000.0,3.166.333.333,0.0,0.0,0.0,1.0,8.0,Decentraland,XENON
99,100,0x00eb6923331d35ba68b9e36ff99d0c035ffed9e5,0,997.32,84555.41,342210.95,4,4,0,3,3,0.0,2.995,131.125,2.2,2.983.505,2.591.529,0.0,0.0,0.0,8,1.036.611.622,5.245,0.0,-5.121.116.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100,101,0x00f166114c211b7e71e09bfd5d6ffee8716bc0cb,0,09.02,12.37,952.85,59,34,0,8,52,0.0,4.999.952.800.000.000,34.551.580.000.000.000,0.0,44.770.872,1.990.643,0.0,0.0,0.0,93,11.744.796.370.000.000,117.475.363,0.0,27.399.237.000.000.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
101,102,0x00f3c39b641a3533b95dd30b4f5b3a87ba9044ca,0,3.62,0.0,10.87,3,2,0,2,3,437.511.331,15.634.886.689.999.900,1000.5,2.000.775,1.948.785.673,666.999.528,0.0,0.0,0.0,5,2.000.998.585,2001.0,0.0,1.414.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
102,103,0x00f8513a3819c085ba1d3cd84a15c5df45b7ee35,0,15.48,0.0,46.45,3,1,0,1,3,101.0,101.0,101.0,9.999.496,64.618.386,33.666.149,0.0,0.0,0.0,4,100.998.446,101.0,0.0,15.539.999.999.999.900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
103,104,0x00f8de11eada0ce48200cd7f2214082954a9fe44,0,63819.21,336.67,511227.0,8,2,0,2,5,6.845,1.595,800.922,"1,00E-05",1.5,458.381,0.0,0.0,0.0,10,3.667.049.401,16.018.449,0.0,-2.065.204.501,11.0,83.417.353,0.0,0.0,0.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,365.0,75.833.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,None,XENON
104,105,0x010c41f9ada72d7993973ee274c6cc93a309f805,0,161.67,0.04,323.42,2,2,0,2,2,24.612.212,76.387.788,50.5,2.4845,98.514.516,50.499.508,0.0,0.0,0.0,4,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
105,106,0x011b1cd5eaebc4d52bd2a6c928d45d93af642a58,0,05.05,0.0,20.18,4,2,0,2,3,497.549.392,1.503.450.608,1000.5,1.0,14.230.022.720.000.000,500.249.528,0.0,0.0,0.0,6,2.000.998.113,2001.0,0.0,1.886.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
106,107,0x011bed5908623f6adfcd54872ed88e0dc713a1bf,0,157.32,0.0,314.65,2,1,0,1,2,101.0,101.0,101.0,1.041.843,99.957.172,50.499.508,0.0,0.0,0.0,3,1.009.990.158,101.0,0.0,984.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
107,108,0x0120a41636716d5717e92a2a960580a0961df73f,0,36.98,0.0,73.97,2,1,0,1,2,30.0,30.0,30.0,10.673.034,19.325.958,14.999.496,0.0,0.0,0.0,3,29.998.992,30.0,0.0,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
108,109,0x012dbb1d6e6aaae7a0bf5f610a5fb44e308bb433,0,3.21,0.38,10.38,3,2,0,2,3,908.853.504,1.092.146.496,1000.5,100.592,1.366.387.436,666.999.528,0.0,0.0,0.0,5,2.000.998.585,2001.0,0.0,1.414.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
109,110,0x012ef110b256b0e6b80aea1478d74b1b4a1eabb9,0,108.58,0.82,327.37,3,2,0,2,3,46.981.604,54.018.396,50.5,4.0,6.674.956.999.999.990,33.666.165,0.0,0.0,0.0,5,1.009.984.936,101.0,0.0,1.506.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
110,111,0x01390fbe18c3c5ae9f91b13ade67d19bce75c5e1,0,0.0,2336.51,228977.53,0,98,1,3,0,0.0,1.169.411,9.501,0.0,0.0,0.0,0.0,0.0,0.0,99,0.0,9.310.979.582,0.0,9.310.979.582,1.0,2.010.660.203,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,201.066,201.066,201.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,OmiseGO
